audio_file|text|speaker_name
wavs/common_voice_hi_26021896.wav|जब डेंगू का हो वार, तो न करें डॉक्टर से इनकार|Speaker1
wavs/common_voice_hi_26021897.wav|कितने बच्चे हैं?|Speaker1
wavs/common_voice_hi_26021898.wav|इस बात को बच्चे भी समझते हैं |Speaker1
wavs/common_voice_hi_26021899.wav|लाल छत वाला वह टॉम का घर है |Speaker1
wavs/common_voice_hi_26021913.wav|बस वहीं रहो |Speaker1
wavs/common_voice_hi_26021914.wav|मैं फ़ैसला कर चुका हूँ |Speaker1
wavs/common_voice_hi_26021917.wav|तुम कौनसे स्कूल गये थे?|Speaker1
wavs/common_voice_hi_26021919.wav|लो आ गई ट्रेन!|Speaker1
wavs/common_voice_hi_26021920.wav|इंग्लैंड में पहला शतक जड़ते ही कोहली को याद आईं अनुष्का, फिर चूमी रिंग|Speaker1
wavs/common_voice_hi_26021936.wav|तुम्हारे पास शिकायत करने के लिए को भी वजह नहीं है |Speaker1
wavs/common_voice_hi_26021937.wav|किसको पता है?|Speaker1
wavs/common_voice_hi_26021938.wav|मैं अक्सर नाश्ते से पहले नहाता हूँ |Speaker1
wavs/common_voice_hi_26021939.wav|उसने अपने पैर की एक हड्डी तोड़ ली |Speaker1
wavs/common_voice_hi_26021940.wav|गणतन्त्र ज़िंदाबाद!|Speaker1
wavs/common_voice_hi_26021951.wav|टॉम पतला हुआ करता था |Speaker1
wavs/common_voice_hi_26021952.wav|मेरा परिवार छोटा है |Speaker1
wavs/common_voice_hi_26021953.wav|उसका जन्मदिन इक्कीस अगस्त को है |Speaker1
wavs/common_voice_hi_26021954.wav|अब गंगा नदी में थूका या कूड़ा फेंका तो हो सकती है जेल|Speaker1
wavs/common_voice_hi_26021955.wav|मुझे मालूम नहीं कल बारिश होगी या नहीं |Speaker1
wavs/common_voice_hi_26021956.wav|क्या आपको पता है उसने क्या किया है?|Speaker1
wavs/common_voice_hi_26021957.wav|कस्तूरबा मेडिकल कॉलेज, मनिपाल|Speaker1
wavs/common_voice_hi_26021958.wav|मुझे फ़्रांसीसी सीखने की क्या ज़रूरत है?|Speaker1
wavs/common_voice_hi_26021959.wav|सलमान के साथ ‘मेंटल’ में दिखेंगी सना खान|Speaker1
wavs/common_voice_hi_26021960.wav|वह लंदन तीन बार जा चुका है |Speaker1
wavs/common_voice_hi_26021974.wav|तुमने अपनी कमीज़ उलटी पहनी हुई है |Speaker1
wavs/common_voice_hi_26021975.wav|डिक ने वादा किया कि वह तीन बजे से पहले वापस आ जाएगा |Speaker1
wavs/common_voice_hi_26021976.wav|लखनऊ: खाद्य तेल की पैकेजिंग यूनिट पर गड़बड़ी, सील की गई|Speaker1
wavs/common_voice_hi_26021977.wav|टौम ने किस को चूमा?|Speaker1
wavs/common_voice_hi_26021978.wav|टॉम तुम्हारी मदद कर सकता है |Speaker1
wavs/common_voice_hi_26021995.wav|Happy Birthday: 'रंगीला' में एक्टर भी बने थे मधुर भंडारकर|Speaker1
wavs/common_voice_hi_26021996.wav|मैं इसीलिए वापस आया था |Speaker1
wavs/common_voice_hi_26021997.wav|पाँच बजे मिलते हैं |Speaker1
wavs/common_voice_hi_26021999.wav|तुम मेरी मदद कर सकते हो |Speaker1
wavs/common_voice_hi_26022000.wav|टॉम काफी शक्तिशाली है |Speaker1
wavs/common_voice_hi_26022008.wav|विराट कोहली ने कहा- जहां भी कोई सैनिक दिखे उसे सलामी दें|Speaker1
wavs/common_voice_hi_26022009.wav|बड़ा कमरा है |Speaker1
wavs/common_voice_hi_26022010.wav|उसकी नानी ने उसे पाल-पोस कर बड़ा किया था |Speaker1
wavs/common_voice_hi_26022011.wav|वह थोड़ी ताज़ा हवा खाने के लिए बाहर गया |Speaker1
wavs/common_voice_hi_26022012.wav|अर्जुन ने एंडरसन पर निर्णय लिया, राजीव की कोई भूमिका नहीं: अरूण नेहरू|Speaker1
wavs/common_voice_hi_26022022.wav|टॉम वेल्स में रहता है |Speaker1
wavs/common_voice_hi_26022024.wav|नापसंदी, वापस बुलाने का अधिकार देश को अस्थिर कर देगा: सीईसी|Speaker1
wavs/common_voice_hi_26022025.wav|हमारे पास कितनी कटोरियाँ हैं?|Speaker1
wavs/common_voice_hi_26022026.wav|आसाराम के दो करीबियों के खिलाफ गैर जमानती वारंट जारी|Speaker1
wavs/common_voice_hi_26022028.wav|प्रियंका चतुर्वेदी और अमृता फडणवीस में ट्विटर वॉर, आरे पर 'भिड़ंत'|Speaker1
wavs/common_voice_hi_26022029.wav|मैं उनके ध्वज को सलाम नहीं करती |Speaker1
wavs/common_voice_hi_26022030.wav|मैं नहीं, मनमोहन सिंह होंगे पीएम: राहुल गांधी|Speaker1
wavs/common_voice_hi_26022031.wav|श्रीगंगानगर में बिजली संयंत्र में आग लगी|Speaker1
wavs/common_voice_hi_26022037.wav|महाराष्ट्र में बीफ पर बैन बरकरार, कोर्ट का दखल से इनकार|Speaker1
wavs/common_voice_hi_26022038.wav|पाँचधारी गिलहरी गिलहरी परिवार में कृंतक की एक प्रजाति है |Speaker1
wavs/common_voice_hi_26022039.wav|कब्ज से परेशान हैं तो टॉयलेट में इस्तेमाल करें स्टूल|Speaker1
wavs/common_voice_hi_26022040.wav|भारत के साथ संबंध अफगानिस्तान के हित में: करजई|Speaker1
wavs/common_voice_hi_26022041.wav|सरबजीत पर हमला पाक की 'नापाक' साजिश!|Speaker1
wavs/common_voice_hi_26022052.wav|पहली पत्नी के इशारे पर भीड़ ने भाजपा विधायक को 'दूसरी पत्नी' समेत पीटा|Speaker1
wavs/common_voice_hi_26022053.wav|आप डॉक्टर हैं क्या?|Speaker1
wavs/common_voice_hi_26022054.wav|मैं उसके साथ सेक्स करना चाहता हूँ |Speaker1
wavs/common_voice_hi_26022055.wav|दिल्ली बीजेपी नेता विजेंद्र गुप्ता ने लगाए केजरीवाल पर गंभीर आरोप|Speaker1
wavs/common_voice_hi_26022056.wav|टीवी की 'नागिन' के साथ काम नहीं करना चाहते सलमान के जीजाजी!|Speaker1
wavs/common_voice_hi_26022062.wav|मकान की बात तो छोड़ो वह तो गाड़ी भी नहीं ख़रीद सकता |Speaker1
wavs/common_voice_hi_26022063.wav|अमेरिकी सीमा के निकट युद्धपोत भेज रहा है ईरान|Speaker1
wavs/common_voice_hi_26022064.wav|मेरे हिसाब के मुताबिक उसको अभी तक भारत पहुँच जाना चाहिए था |Speaker1
wavs/common_voice_hi_26022065.wav|दूसरे विश्वयुद्ध के दौरान मेरे नाना का खून हुआ था |Speaker1
wavs/common_voice_hi_26022066.wav|तुम जो भी कहो, मैं तो उससे शादी कर के ही रहूँगा |Speaker1
wavs/common_voice_hi_26022096.wav|यूपी में तनाव के लिए समाजवादी पार्टी जिम्मेदार: राजनाथ सिंह|Speaker1
wavs/common_voice_hi_26022097.wav|सिडनी ओलंपिक में ‘लौह महिला’ कर्णम मल्लेश्वरी ने रचा था इतिहास|Speaker1
wavs/common_voice_hi_26022098.wav|वह अभिनेता है |Speaker1
wavs/common_voice_hi_26022099.wav|ज़िन्दगी एक बहुत लम्बा सफ़र है |Speaker1
wavs/common_voice_hi_26032908.wav|सुई धागा के लिए पहला हफ्ता शानदार, पटाखा की कमाई धीमी|Speaker1
wavs/common_voice_hi_26032909.wav|ट्रेन आ चुकी है |Speaker1
wavs/common_voice_hi_26032910.wav|'दीया और बाती हम' की एक्ट्रेस दीपिका सिंह ऑफस्क्रीन भी हैं अच्छी बहू|Speaker1
wavs/common_voice_hi_26032911.wav|मुझे लगा टॉम तुम्हारा दुश्मन है |Speaker1
wavs/common_voice_hi_26032912.wav|मैं खाता हूँ |Speaker1
wavs/common_voice_hi_26032923.wav|खेल खतम नहीं हुआ है |Speaker1
wavs/common_voice_hi_26032924.wav|मनमोहन-जरदारी मुलाकात से अमेरिका खुश|Speaker1
wavs/common_voice_hi_26032925.wav|चिकी अच्छा तोता है |Speaker1
wavs/common_voice_hi_26032926.wav|रूस में स्थित बाइकाल झील दुनिया की सबसे गहरी झील है |Speaker1
wavs/common_voice_hi_26032927.wav|हमने जल्दी से खाना खाया और फिर तुरन्त निकल पड़े |Speaker1
wavs/common_voice_hi_26032938.wav|मैं टॉम जैसी होती थी |Speaker1
wavs/common_voice_hi_26032939.wav|तुम मुझे देखते हो |Speaker1
wavs/common_voice_hi_26032941.wav|जिम की तरह फायदेमंद है सेक्स!|Speaker1
wavs/common_voice_hi_26032942.wav|जब लोग रात का खाना खा रहे थे|Speaker1
wavs/common_voice_hi_26032943.wav|वह बस अभी आता होगा |Speaker1
wavs/common_voice_hi_26032944.wav|तुम्हारे पास टिकटें बचीं हैं क्या?|Speaker1
wavs/common_voice_hi_26032945.wav|यहाँ धूम्रपान करना मना है |Speaker1
wavs/common_voice_hi_26032946.wav|मेरी मदद करने के लिये शुक्रिया!|Speaker1
wavs/common_voice_hi_26032947.wav|जैसा करना वैसा भरना |Speaker1
wavs/common_voice_hi_26032954.wav|ऐसा लगता है जैसे कि सभी लोगों को गौल्फ़ अच्छा लगता है |Speaker1
wavs/common_voice_hi_26032956.wav|तुम्हारे पास पेनसिल है क्या?|Speaker1
wavs/common_voice_hi_26032962.wav|आजा प्यारे, पास हमारे, काहे घबराए...|Speaker1
wavs/common_voice_hi_26032963.wav|सरकारी नौकरी दिलाने के नाम पर करते थे ठगी, दो गिरफ्तार|Speaker1
wavs/common_voice_hi_26032964.wav|मैं तुम्हारे जैसी हूँ |Speaker1
wavs/common_voice_hi_26032965.wav|पुर्त्तगाली जितनी सुंदर और कोई भाषा नहीं है |Speaker1
wavs/common_voice_hi_26032966.wav|कॉन्क्लेव: भविष्य में कंप्यूटर इंसान से अधिक काम करेंगे- क्रिस गोपालाकृष्णन|Speaker1
wavs/common_voice_hi_26032972.wav|चंद्रबाबू नायडू के मंच से गरजे ममता और केजरीवाल, बोले- नहीं चाहिए मोदी|Speaker1
wavs/common_voice_hi_26032973.wav|वह मेरा हवाई जहाज़ है |Speaker1
wavs/common_voice_hi_26032974.wav|उसे दिखाइए |Speaker1
wavs/common_voice_hi_26032975.wav|पेंशनरों को साउथ एमसीडी ने दिया दिवाली का तोहफा|Speaker1
wavs/common_voice_hi_26032976.wav|तुमने उनसे शादी क्यों की?|Speaker1
wavs/common_voice_hi_26032977.wav|आप वहाँ जाएँगे क्या?|Speaker1
wavs/common_voice_hi_26032978.wav|कौन जाना चाहता है?|Speaker1
wavs/common_voice_hi_26032979.wav|Player Profile: बल्लेबाजों के लिए काल है यह भारतीय गेंदबाज, जानें पूरा रिकॉर्ड|Speaker1
wavs/common_voice_hi_26032980.wav|मैं अच्छा रसोइया हूँ |Speaker1
wavs/common_voice_hi_26032981.wav|ईंधन मूल्यवृद्धि पर विपक्ष आया नजदीक, कर सकता है भारत बंद का आह्वान|Speaker1
wavs/common_voice_hi_26032982.wav|वह हमेशा यहाँ पाँच से छः बजे के बीच होता है |Speaker1
wavs/common_voice_hi_26032983.wav|मैंने हिरण के पैरों के निशानों का पीछा किया |Speaker1
wavs/common_voice_hi_26032984.wav|यह मेरा बस्ता है |Speaker1
wavs/common_voice_hi_26032985.wav|क्या नया है?|Speaker1
wavs/common_voice_hi_26032986.wav|ये पेड़ उन्होंने लगाए थे |Speaker1
wavs/common_voice_hi_26032992.wav|इस दुर्घटना के लिए कौन ज़िम्मेदार है?|Speaker1
wavs/common_voice_hi_26032994.wav|मेरे भाई की गिटार नई है |Speaker1
wavs/common_voice_hi_26032995.wav|सचिन, कुंबले सहित क्रिकेट जगत के दिग्गजों ने दी हरभजन को जन्मदिन की बधाई|Speaker1
wavs/common_voice_hi_26032996.wav|भारत-पाक वार्ता के लिए महत्वपूर्ण है आतंकवाद का खात्मा: अमेरिका|Speaker1
wavs/common_voice_hi_26032997.wav|समाजवादी कलह जारी, अब पार्टी विधायक ने रामगोपाल यादव पर लगाए संगीन आरोप|Speaker1
wavs/common_voice_hi_26032998.wav|टॉम इंतज़ार कर रहा था |Speaker1
wavs/common_voice_hi_26032999.wav|किताब पढ़कर तलाक का विचार आया: पूजा बेदी|Speaker1
wavs/common_voice_hi_26033000.wav|शायद मैं सटिया गया हूँ  आजकल चीज़ें इतनी आसानी से भूल जाता हूँ |Speaker1
wavs/common_voice_hi_26033001.wav|तृणमूल कांग्रेस के नेता की गोली मारकर हत्या|Speaker1
wavs/common_voice_hi_26033002.wav|वह तो हसीना है |Speaker1
wavs/common_voice_hi_26033003.wav|हमारे पास ग्राहक नहीं थे, तो हमने दुकान जल्दी बंद करदी |Speaker1
wavs/common_voice_hi_26033004.wav|कमरे में किसी को भी आने मत दीजिए |Speaker1
wavs/common_voice_hi_26033006.wav|पेट्रोल के दाम दो महीने की ऊंचाई पर, डीजल की भी बढ़ी कीमत|Speaker1
wavs/common_voice_hi_26033008.wav|वह अपने प्रयोगों में कबूतरों का उपयोग करता था |Speaker1
wavs/common_voice_hi_26033012.wav|टॉम, यहाँ आओ और मेरे साथ बैठो |Speaker1
wavs/common_voice_hi_26033013.wav|वह काम खतम कर चुकी है |Speaker1
wavs/common_voice_hi_26033014.wav|लिफ़्ट किस तरफ़ है?|Speaker1
wavs/common_voice_hi_26033015.wav|चादरें गीलीं लगतीं हैं |Speaker1
wavs/common_voice_hi_26033016.wav|तुम ने तो कहा था तुम वैसा नहीं करोगे |Speaker1
wavs/common_voice_hi_26033027.wav|वे देख रहे हैं |Speaker1
wavs/common_voice_hi_26033029.wav|चीन जापान से काफ़ी ज़्यादा बड़ा है |Speaker1
wavs/common_voice_hi_26033030.wav|मैं उससे मिलने के लिए उत्सुक हूँ |Speaker1
wavs/common_voice_hi_26033031.wav|वह भारत गया हुआ है |Speaker1
wavs/common_voice_hi_26033032.wav|ताबड़तोड़ कमाई के बाद भी 'बजरंगी भाईजान' से पीछे है 'प्रेम रतन धन पायो'|Speaker1
wavs/common_voice_hi_26033033.wav|आपके पास इससे बड़े नाप का है क्या?|Speaker1
wavs/common_voice_hi_26033034.wav|संचालन रणनीति में बदलाव करेगा सीआरपीएफ|Speaker1
wavs/common_voice_hi_26033035.wav|बॉक्स ऑफिस पर 'मॉम' की धीमी शुरुआत, जानें- कितनी हुई कमाई|Speaker1
wavs/common_voice_hi_26033036.wav|उन्होंने ज़्यादा मेहनत से काम करने का इरादा किया |Speaker1
wavs/common_voice_hi_26033043.wav|सिविल सेवा परीक्षा में नाकाम होने पर महिला ने की खुदकुशी|Speaker1
wavs/common_voice_hi_26033044.wav|ख़रीदो या न ख़रीदो तुम्हारे ऊपर है |Speaker1
wavs/common_voice_hi_26033045.wav|मुझे बस उसका नाम बताइए |Speaker1
wavs/common_voice_hi_26033052.wav|टॉम बिलकुल हमारी तरह है |Speaker1
wavs/common_voice_hi_26033053.wav|सुशील मोदी का पलटवार, भ्रष्टाचार के संरक्षण के लिए नहीं मिला था जनादेश|Speaker1
wavs/common_voice_hi_26033054.wav|तुम मुझे क्यों नहीं बता सकती?|Speaker1
wavs/common_voice_hi_26033055.wav|तनाव बना रहा दिल्ली के लोगों को डायबीटीज का मरीज|Speaker1
wavs/common_voice_hi_26033056.wav|यह वह घर है जिसमें मैं रहता था जब मैं छोटा था |Speaker1
wavs/common_voice_hi_26033062.wav|हम टॉम को यहाँ नहीं छोड़ सकते |Speaker1
wavs/common_voice_hi_26033063.wav|उज्जैन में महाकाल का सुरक्षित अभिषेक!|Speaker1
wavs/common_voice_hi_26033064.wav|बिहार: बिना हेलमेट घूम रहा था पुलिसवाला, युवक ने पूछा तो हो गई झड़प|Speaker1
wavs/common_voice_hi_26033065.wav|ये किताबें तुम्हारी हैं |Speaker1
wavs/common_voice_hi_26033066.wav|मैं पास्ता खाता हूँ |Speaker1
wavs/common_voice_hi_26033067.wav|मिस्री लगता है |Speaker1
wavs/common_voice_hi_26033068.wav|गीता ने इतिहास रचकर कुश्ती में दिलाया पांचवां स्वर्ण|Speaker1
wavs/common_voice_hi_26033069.wav|वह मुझे किस करना चाहता है  और मैं भी उसे किस करना चाहती हूँ |Speaker1
wavs/common_voice_hi_26033070.wav|चाहे सुनने में जितना भी अजीब लगे, यह सच है |Speaker1
wavs/common_voice_hi_26033071.wav|पहले खाएंगे, फिर जाएंगे |Speaker1
wavs/common_voice_hi_26033084.wav|सिनेमा-शुद्ध देसी संवाद|Speaker1
wavs/common_voice_hi_26033085.wav|मैं दोनों लड़कीयों को जानता हूँ |Speaker1
wavs/common_voice_hi_26033088.wav|इंद्राणी ने माना- शीना की हत्या हुई पर मकसद का खुलासा नहीं|Speaker1
wavs/common_voice_hi_26033090.wav|बांदा बलात्कार पीड़ित से मिले राहुल गांधी|Speaker1
wavs/common_voice_hi_26033096.wav|आप क्या पहनने वाले हैं?|Speaker1
wavs/common_voice_hi_26033097.wav|First look: 'ठग्स ऑफ हिन्दोस्तान' में खुदाबख्श का रोल करेंगे बिग बी|Speaker1
wavs/common_voice_hi_26033098.wav|तड़पता रहा करंट से झुलसा बच्चा, मंत्री जी की शान में दौड़ती रही एंबुलेंस|Speaker1
wavs/common_voice_hi_26033099.wav|टॉम ने कोट क्यों पहना है?|Speaker1
wavs/common_voice_hi_26033101.wav|पंजाब: गुरदासपुर में सनी देओल की गाड़ी हादसे का शिकार|Speaker1
wavs/common_voice_hi_26033111.wav|उसे पैसों की ज़रूरत है |Speaker1
wavs/common_voice_hi_26033112.wav|वे तुम्हारा इस्तेमाल कर रहे हैं |Speaker1
wavs/common_voice_hi_26033113.wav|अब मेरी बारी है |Speaker1
wavs/common_voice_hi_26033114.wav|जंगल बहुत घना है |Speaker1
wavs/common_voice_hi_26033115.wav|उसका लम्बा भाषण सुनकर हम सब बोर हो गए |Speaker1
wavs/common_voice_hi_26033141.wav|चीन, पाकिस्तान से ज्यादा चिंता का कारण: खुर्शीद|Speaker1
wavs/common_voice_hi_26033142.wav|सुकना घोटालाः गुवाहाटी में कोर्ट मार्शल का सामना करेंगे अवधेश प्रकाश|Speaker1
wavs/common_voice_hi_26033144.wav|तुम आमतौर पर कितने बजे काम से छूटते हो?|Speaker1
wavs/common_voice_hi_26033150.wav|उसकी नई टोपी उसपर जँचती है |Speaker1
wavs/common_voice_hi_26033166.wav|संयुक्त राष्ट्र में हुईं कृष्णा और कुरैशी की नजरें चार|Speaker1
wavs/common_voice_hi_26033170.wav|हमने थोड़ी देर के लिए एक-दूसरे के साथ बात करी |Speaker1
wavs/common_voice_hi_26033174.wav|तेलंगानाः मासूम बच्चे को अगवा कर फिरौती में मांगी प्रेमिका|Speaker1
wavs/common_voice_hi_26033177.wav|मुस्लिम युवकों की गिरफ्तारी पर लालू ने साधा नीतीश पर निशाना|Speaker1
wavs/common_voice_hi_26033179.wav|"डोमिनिकन गणराज्य को स्पेनी में ""रेपुबलिका डोमिनिकाना"" कहते है "|Speaker1
wavs/common_voice_hi_26033186.wav|नेहरू काल का वो कानून, जिसने धर्म का बंधन तोड़कर दिया शादी का हक|Speaker1
wavs/common_voice_hi_26033187.wav|आपको लाईन में लगकर इंतेज़ार करना पड़ेगा |Speaker1
wavs/common_voice_hi_26033188.wav|ज़ुलफ़िकर इस्लाम के चौथे खलीफ़ा, हज़रती अली की मशहूर तलवार थी |Speaker1
wavs/common_voice_hi_26033189.wav|चाहे जो भी हो, मैं कभी भी अपने दोस्त को धोखा नहीं दूँगा |Speaker1
wavs/common_voice_hi_26033190.wav|गुजरात में सिमी के हमले की चेतावनी|Speaker1
wavs/common_voice_hi_26033191.wav|यहाँ बैठ जाते है |Speaker1
wavs/common_voice_hi_26033192.wav|वह मेरे पड़ोस में रहता है |Speaker1
wavs/common_voice_hi_26033193.wav|मैं सिंगापुर से हूँ |Speaker1
wavs/common_voice_hi_26033194.wav|शाहिद-मीरा का 'कॉफी विद करण' में रोमांस|Speaker1
wavs/common_voice_hi_26033200.wav|वह खाना खाने के बाद मेज़ से उठकर चली गई |Speaker1
